bug_id,bug_type,component,environment,platform,operating_system,browser,reporter_role,module,status,affected_users,response_time_ms,error_code,business_impact_score,reproduction_rate,memory_usage_mb,cpu_usage_pct,lines_of_code,open_issues_count,fix_time_hours,num_comments,num_attachments,sprint_number,test_coverage_pct,reopen_count,num_linked_bugs,api_call_count,db_query_time_ms,is_regression,is_security_related,has_workaround,customer_reported,sla_breached,created_at,resolved_at,severity
BUG-002075,UIGlitch,Scheduler,Development,Desktop,macOS13,Safari,Developer,Core,Resolved,1334,10669,163,6,53,967,6.71,18866,266,141,10,2,35,69.49,5,1,877,922,0,0,1,1,0,2023-05-11,2023-05-16,Low
BUG-002076,XSS,CacheLayer,Development,iOS,Windows11,N/A,DevOps,Core,Closed,2459,2685,395,40,33,3290,57.96,6843,257,672,1,3,21,29.65,0,0,336,2893,1,0,1,0,0,2023-10-12,2023-11-09,Medium
BUG-002077,XSS,UserManagement,Development,iOS,iOS16,N/A,DevOps,Core,Open,276,6733,372,8,99,3362,27.23,48677,357,471,3,2,39,79.8,3,1,172,1466,0,0,0,0,1,2022-09-15,2022-10-04,Medium
BUG-002078,UIGlitch,Scheduler,QA,API,Ubuntu20,Firefox,DevOps,Integration,Closed,675,790,308,8,70,1654,72.69,1831,152,93,27,9,4,57.15,4,10,314,1437,1,0,1,0,1,2022-05-24,2022-05-27,Low
BUG-002079,UIGlitch,Notification,UAT,Web,CentOS7,Edge,DevOps,ThirdParty,Reopened,1849,8182,412,35,95,1147,98.98,35209,157,275,49,10,15,39.63,5,8,656,106,0,0,0,0,1,2023-11-08,2023-11-19,High
BUG-002080,LogicError,CacheLayer,Development,Web,macOS13,N/A,Client,Integration,Reopened,1656,11108,187,9,86,1079,91.21,25316,411,375,4,8,12,45.36,0,10,943,2988,0,0,0,1,0,2021-12-14,2021-12-29,High
BUG-002081,XSS,Payment,QA,Android,macOS13,Chrome,QA_Engineer,Plugin,In_Progress,309,12012,195,41,49,1224,32.5,40265,357,617,25,6,14,57.72,4,5,606,2168,0,0,0,1,1,2022-05-30,2022-06-24,High
BUG-002082,UIGlitch,Analytics,UAT,Web,CentOS7,Mobile_App,DevOps,Plugin,Closed,580,1842,328,18,8,279,9.3,34095,225,650,28,1,2,72.46,0,6,759,2242,1,0,1,1,0,2023-07-11,2023-08-07,Low
BUG-002083,XSS,Notification,UAT,Android,Android12,Firefox,QA_Engineer,Internal,Reopened,2799,4931,447,62,61,2571,15.71,47497,228,573,34,10,40,43.78,3,7,347,125,0,1,0,0,0,2022-07-20,2022-08-12,High
BUG-002084,InfiniteLoop,EmailService,QA,API,CentOS7,N/A,QA_Engineer,ThirdParty,Reopened,2696,2517,490,2,4,957,38.38,19534,56,613,4,2,9,64.13,2,6,522,904,1,0,0,0,0,2022-09-30,2022-10-25,Medium
BUG-002085,UIGlitch,Notification,Development,API,Android12,N/A,DevOps,Plugin,Resolved,2082,859,585,13,38,242,99.03,26383,475,665,9,7,39,90.81,3,5,323,2379,0,0,1,0,1,2022-07-12,2022-08-08,Low
BUG-002086,UIGlitch,FileStorage,QA,API,Windows10,N/A,Client,Core,Closed,377,13441,573,6,5,1365,39.7,43808,398,192,5,10,28,12.33,5,0,348,1478,0,0,1,0,1,2021-03-22,2021-03-30,Low
BUG-002087,FileNotFound,EmailService,Development,Android,iOS16,Safari,Client,Core,Closed,64,999,180,16,69,2720,5.5,19641,475,580,47,8,47,11.56,0,2,527,743,0,0,1,1,1,2022-12-26,2023-01-19,Low
BUG-002088,UIGlitch,EmailService,QA,Android,macOS13,Edge,End_User,Integration,Closed,817,927,375,6,17,2773,71.47,32340,344,390,15,9,37,64.7,0,0,985,2210,0,0,0,0,0,2023-08-22,2023-09-07,Low
BUG-002089,FileNotFound,SearchEngine,Development,Android,Windows11,Firefox,Client,Integration,Resolved,487,1747,291,21,28,50,14.7,18377,155,543,28,6,8,0.2,1,3,896,1002,0,0,0,1,0,2022-06-23,2022-07-15,Low
BUG-002090,BufferOverflow,Analytics,Production,iOS,Ubuntu20,Edge,Client,Integration,Closed,2802,10791,151,87,21,3312,1.91,21821,140,180,46,10,44,30.35,5,3,95,1189,0,0,0,1,1,2022-04-15,2022-04-22,Critical
BUG-002091,XSS,UserManagement,Development,API,iOS16,Safari,Client,Core,Closed,1199,1650,318,41,88,3729,83.26,13628,426,417,26,5,29,6.7,0,5,264,2971,0,0,1,1,1,2021-06-23,2021-07-10,Medium
BUG-002092,LogicError,Frontend,Development,Web,CentOS7,Chrome,DevOps,Core,Open,2168,10679,505,5,70,1743,62.91,20923,489,424,41,1,20,38.35,0,7,111,1032,0,0,1,1,0,2023-03-07,2023-03-24,Medium
BUG-002093,NullPointerException,Reporting,Development,iOS,CentOS7,Safari,Client,Internal,Reopened,2108,1014,484,3,43,3320,9.72,21191,37,329,48,10,41,63.89,5,5,292,2930,1,0,1,0,1,2022-03-18,2022-03-31,Low
BUG-002094,RaceCondition,Authentication,Development,Android,iOS16,N/A,QA_Engineer,ThirdParty,In_Progress,2049,6527,279,72,95,1066,8.02,14062,411,591,19,9,47,97.3,4,5,148,632,0,0,1,1,1,2021-05-18,2021-06-11,Critical
BUG-002095,NetworkTimeout,DataPipeline,Production,Android,CentOS7,Chrome,End_User,Internal,Open,1289,4379,258,3,93,458,40.22,14055,216,346,45,2,37,11.55,4,0,470,589,0,0,1,0,0,2023-03-31,2023-04-14,Critical
BUG-002096,NullPointerException,Notification,UAT,iOS,Windows11,Mobile_App,End_User,Plugin,In_Progress,15,2191,110,5,4,1591,31.8,46297,393,349,38,4,25,55.38,5,8,751,2906,0,0,0,0,0,2022-01-31,2022-02-14,Low
BUG-002097,AuthBypass,UserManagement,Development,Desktop,Windows10,Edge,Product_Manager,Integration,In_Progress,177,7287,511,16,14,2099,0.38,42697,419,162,16,2,40,78.98,0,10,43,416,0,0,1,1,0,2021-05-31,2021-06-06,High
BUG-002098,ConfigError,Reporting,Development,Web,iOS16,Mobile_App,Client,Internal,In_Progress,2488,4615,287,2,0,1658,27.17,6270,221,321,46,4,48,44.96,3,9,62,26,0,0,1,1,0,2021-09-13,2021-09-26,Low
BUG-002099,InfiniteLoop,Frontend,Development,iOS,Windows10,Mobile_App,Developer,ThirdParty,Closed,1825,8230,302,11,26,2637,10.34,22636,397,298,10,6,50,13.32,1,7,738,2818,0,0,0,1,1,2023-08-25,2023-09-06,High
BUG-002100,FileNotFound,CacheLayer,QA,Android,Ubuntu20,Safari,End_User,Internal,Reopened,4529,10642,356,27,17,2842,50.04,1026,163,474,14,4,1,19.87,4,10,423,1405,0,0,0,0,0,2022-08-07,2022-08-26,High
BUG-002101,AuthBypass,Scheduler,Development,API,Ubuntu20,Safari,Client,Internal,Reopened,1022,3184,305,11,65,3892,75.98,11663,274,360,5,6,28,14.8,1,5,481,243,0,0,0,1,0,2022-06-11,2022-06-26,High
BUG-002102,MemoryLeak,Database,Production,API,CentOS7,Mobile_App,End_User,Internal,Open,3622,9227,573,32,67,1109,93.03,22903,62,88,34,9,17,21.94,4,8,575,2824,0,0,1,0,0,2023-01-21,2023-01-24,Critical
BUG-002103,BufferOverflow,Authentication,Staging,Web,iOS16,Safari,Client,Plugin,Closed,3474,1741,529,22,4,2574,99.36,20262,182,14,50,1,25,74.36,1,5,933,966,1,0,0,1,0,2021-01-20,2021-01-20,Critical
BUG-002104,Deadlock,Scheduler,Development,Android,Android12,Safari,Client,Core,Reopened,1905,11550,433,27,98,1817,67.81,25154,39,126,2,3,14,21.67,3,5,703,1518,0,0,1,0,0,2022-12-01,2022-12-06,Critical
BUG-002105,DataCorruption,Scheduler,Development,iOS,iOS16,Chrome,Client,Plugin,In_Progress,2270,12467,230,4,49,661,1.52,16050,396,386,23,5,18,16.09,4,0,544,1357,0,0,0,0,1,2023-10-22,2023-11-07,High
BUG-002106,XSS,UserManagement,QA,Web,Ubuntu20,Edge,End_User,Integration,Closed,1548,11531,541,5,13,3721,53.27,33126,136,519,19,7,48,41.31,4,4,487,838,0,0,0,1,0,2023-08-11,2023-09-01,Medium
BUG-002107,FileNotFound,Frontend,Development,Desktop,iOS16,Mobile_App,Developer,Integration,Reopened,3847,1484,195,14,26,3750,7.69,18907,488,539,2,8,42,32.2,0,3,464,1406,0,0,0,1,0,2023-08-05,2023-08-27,Medium
BUG-002108,NullPointerException,Notification,Development,Android,Ubuntu20,Mobile_App,DevOps,ThirdParty,Closed,2318,8390,252,8,4,946,79.37,2311,419,299,41,4,47,44.75,2,0,576,233,1,1,1,0,0,2022-07-24,2022-08-05,Low
BUG-002109,XSS,SearchEngine,Development,Android,Windows10,Firefox,Client,Internal,Reopened,1156,5855,146,20,1,1442,47.92,27683,18,71,48,7,50,30.56,4,7,137,1357,0,0,0,0,1,2022-02-06,2022-02-08,Low
BUG-002110,NullPointerException,Scheduler,Staging,Android,Ubuntu20,Chrome,Client,Core,Reopened,1528,5295,147,5,1,650,40.12,24157,68,654,14,2,46,78.87,2,10,573,297,0,0,0,0,0,2021-07-11,2021-08-07,Medium
BUG-002111,NullPointerException,Scheduler,QA,Android,Windows10,Chrome,QA_Engineer,Plugin,In_Progress,527,7721,159,83,29,3136,28.28,49946,119,361,25,6,37,21.03,1,7,426,1863,0,0,1,0,0,2023-12-05,2023-12-20,High
BUG-002112,IncorrectCalculation,CacheLayer,Staging,Android,Android12,N/A,QA_Engineer,Core,Reopened,3885,13014,145,17,51,2527,85.83,1296,191,545,0,8,50,56.98,1,4,638,178,0,1,0,0,0,2022-12-05,2022-12-27,High
BUG-002113,LogicError,SearchEngine,Staging,Android,Ubuntu20,Edge,Product_Manager,ThirdParty,Closed,4559,3915,404,13,40,801,93.67,30224,122,123,39,6,48,50.62,4,0,652,2773,0,0,1,1,0,2023-11-16,2023-11-21,High
BUG-002114,XSS,Scheduler,Development,Web,Android12,Edge,QA_Engineer,ThirdParty,In_Progress,2244,10242,377,2,4,859,50.19,31302,398,642,13,6,19,84.83,2,2,550,482,1,0,1,0,0,2023-06-27,2023-07-23,Low
BUG-002115,XSS,Analytics,Development,Android,Android12,N/A,QA_Engineer,Core,In_Progress,2543,6822,461,57,38,2397,27.79,26108,57,208,9,4,38,94.29,1,8,166,1558,0,0,1,1,1,2022-08-24,2022-09-01,High
BUG-002116,ConfigError,Scheduler,Development,API,Ubuntu20,Edge,QA_Engineer,Integration,Closed,1558,985,346,6,51,544,51.6,34786,487,602,22,6,30,80.3,5,8,419,348,0,0,1,0,0,2023-11-19,2023-12-14,Low
BUG-002117,XSS,DataPipeline,Development,Desktop,Ubuntu20,Edge,Client,ThirdParty,In_Progress,564,139,441,12,69,1150,76.97,19481,218,114,11,7,46,48.26,0,10,254,2423,1,0,1,1,1,2023-10-04,2023-10-08,Low
BUG-002118,XSS,EmailService,Development,Desktop,macOS13,Firefox,End_User,Core,Closed,1683,10501,206,93,5,3555,19.65,5181,498,461,19,4,28,87.13,5,9,971,2441,1,1,0,1,1,2021-02-07,2021-02-26,High
BUG-002119,IncorrectCalculation,EmailService,QA,API,macOS13,Mobile_App,Product_Manager,ThirdParty,In_Progress,2162,2596,401,22,5,3743,91.34,49782,27,662,37,4,30,70.46,5,5,190,423,0,0,0,0,0,2021-07-24,2021-08-20,Medium
BUG-002120,IncorrectCalculation,API_Gateway,QA,Android,CentOS7,Mobile_App,End_User,Plugin,In_Progress,2865,8805,230,1,5,707,36.36,3203,91,330,16,2,36,58.86,5,7,599,37,1,0,0,1,0,2021-04-30,2021-05-13,Medium
BUG-002121,UIGlitch,Scheduler,Development,Desktop,CentOS7,Safari,Product_Manager,Integration,Open,386,4939,234,56,64,2221,5.63,29874,355,681,7,4,8,44.14,2,3,573,1050,1,0,1,1,0,2023-09-13,2023-10-11,Medium
BUG-002122,NullPointerException,Reporting,Development,iOS,iOS16,Mobile_App,End_User,Core,In_Progress,41,1842,233,41,5,4018,41.63,46960,170,316,39,7,39,33.01,1,10,95,1578,0,0,1,0,0,2022-07-15,2022-07-28,Low
BUG-002123,NetworkTimeout,Database,Production,iOS,Windows11,Firefox,End_User,Plugin,Reopened,4988,7027,197,69,75,3509,26.44,31207,186,72,45,5,6,39.54,4,8,302,2187,0,0,0,0,0,2021-10-21,2021-10-24,Critical
BUG-002124,APIFailure,Frontend,Staging,Web,Ubuntu20,Firefox,DevOps,ThirdParty,In_Progress,202,764,308,57,45,4065,82.95,16557,67,441,6,9,7,86.94,4,1,39,1209,0,0,0,1,0,2021-12-10,2021-12-28,High
BUG-002125,NetworkTimeout,API_Gateway,Staging,Android,Windows11,Safari,Developer,Internal,In_Progress,3031,7552,529,38,25,4004,63.95,17373,255,334,18,10,16,55.15,5,0,626,455,1,1,1,0,0,2022-11-20,2022-12-03,Critical
BUG-002126,ConfigError,Analytics,Development,Android,Windows10,Chrome,QA_Engineer,Integration,Closed,2533,5153,534,61,57,3889,42.82,970,261,69,22,9,7,36.29,5,1,756,432,1,1,0,1,0,2021-08-12,2021-08-14,High
BUG-002127,XSS,UserManagement,QA,iOS,Windows11,Edge,DevOps,Plugin,Closed,1292,3157,569,6,75,74,93.16,26182,214,658,0,8,31,77.06,4,5,23,1530,1,0,0,0,0,2023-01-03,2023-01-30,Medium
BUG-002128,UIGlitch,Payment,UAT,Web,Android12,Edge,DevOps,Integration,Closed,243,7749,341,1,68,2889,38.62,20541,476,613,22,8,10,12.34,3,10,243,2583,0,0,1,1,0,2023-10-15,2023-11-09,High
BUG-002129,NullPointerException,SearchEngine,Development,Web,Android12,N/A,QA_Engineer,Core,Closed,523,5184,385,5,26,1106,18.26,29443,205,696,50,7,2,7.13,3,8,963,188,0,0,1,0,0,2023-02-17,2023-03-18,Low
BUG-002130,UIGlitch,CacheLayer,Development,Web,Windows11,N/A,Product_Manager,Core,Open,2526,695,252,10,54,430,34.03,37508,354,446,46,2,15,5.98,2,0,227,595,0,0,0,1,1,2023-07-04,2023-07-22,Low
BUG-002131,UIGlitch,Analytics,Production,API,Windows10,Safari,Developer,ThirdParty,Reopened,1764,14232,561,58,0,1658,50.58,11366,160,245,12,4,46,38.4,3,0,138,2433,0,0,1,1,0,2021-08-15,2021-08-25,Critical
BUG-002132,FileNotFound,CacheLayer,Development,iOS,Ubuntu20,Safari,QA_Engineer,Integration,Resolved,1034,587,445,23,19,3337,59.91,15968,227,93,11,0,37,90.34,2,1,100,2842,0,0,1,0,1,2022-08-28,2022-08-31,Low
BUG-002133,NullPointerException,SearchEngine,Development,Android,iOS16,Chrome,Developer,Integration,In_Progress,3885,82,507,29,75,753,77.06,37947,423,570,30,6,29,35.01,2,7,88,2423,0,0,0,0,1,2023-08-17,2023-09-09,Medium
BUG-002134,FileNotFound,Scheduler,Development,Web,Windows11,Firefox,Developer,Internal,Open,3688,14910,340,98,43,600,14.83,32832,33,388,28,1,23,38.98,0,6,501,1469,0,0,0,0,0,2023-06-24,2023-07-10,Critical
BUG-002135,XSS,DataPipeline,Development,API,Windows11,Firefox,QA_Engineer,Integration,Closed,306,896,246,6,28,2669,97.64,40667,378,358,31,0,47,76.08,5,6,413,1248,0,0,1,1,0,2023-01-20,2023-02-03,Low
BUG-002136,XSS,CacheLayer,QA,Desktop,macOS13,Edge,Developer,Core,In_Progress,847,52,546,92,75,1537,65.08,26509,258,249,40,8,2,78.73,3,2,643,1592,0,0,1,0,0,2021-04-11,2021-04-21,High
BUG-002137,NullPointerException,SearchEngine,Development,API,iOS16,N/A,Client,ThirdParty,Reopened,848,5078,554,12,31,979,29.75,41731,349,625,49,10,41,9.7,3,10,605,1617,0,0,0,0,1,2023-08-14,2023-09-09,Low
BUG-002138,InfiniteLoop,Scheduler,QA,Android,iOS16,Safari,QA_Engineer,Plugin,Closed,1606,4361,358,56,43,2105,17.03,13439,206,365,43,9,35,13.35,3,3,379,2276,0,0,0,0,1,2021-02-15,2021-03-02,High
BUG-002139,RaceCondition,EmailService,Production,Desktop,iOS16,Firefox,Developer,Integration,Resolved,606,1736,367,31,0,158,62.72,6114,252,19,15,3,11,13.0,4,8,552,2184,0,0,1,1,1,2021-01-30,2021-01-30,High
BUG-002140,XSS,EmailService,Staging,Web,CentOS7,Safari,Product_Manager,Core,Resolved,319,11225,465,10,14,1212,16.78,13989,138,392,2,6,9,4.06,4,7,447,2958,1,0,0,0,1,2022-03-19,2022-04-04,Medium
BUG-002141,NullPointerException,EmailService,Development,API,Windows10,Mobile_App,End_User,Internal,Reopened,1585,13084,234,19,76,1558,41.74,34574,253,509,29,0,14,7.74,4,9,470,2243,0,0,1,0,0,2021-05-03,2021-05-24,Medium
BUG-002142,InfiniteLoop,Frontend,QA,Android,Windows10,Firefox,QA_Engineer,ThirdParty,Closed,3987,576,291,3,10,3269,35.43,36874,347,670,26,10,34,74.79,1,4,75,2420,0,0,0,0,0,2022-12-02,2022-12-29,Medium
BUG-002143,XSS,Scheduler,UAT,Web,CentOS7,N/A,Developer,Plugin,Reopened,308,2462,160,3,8,4031,91.2,49466,136,202,38,6,29,83.85,4,2,607,50,0,0,0,0,0,2023-01-20,2023-01-28,Low
BUG-002144,FileNotFound,Reporting,Development,Desktop,Android12,Safari,Product_Manager,Integration,Closed,298,12838,270,16,2,1828,50.72,6297,35,430,40,5,24,88.89,3,3,393,1201,0,0,0,0,1,2021-01-31,2021-02-17,Medium
BUG-002145,XSS,CacheLayer,Development,API,Windows10,Mobile_App,End_User,Internal,In_Progress,535,573,456,32,53,355,24.88,20088,189,276,14,7,5,43.54,1,3,478,2932,0,0,0,0,0,2021-09-26,2021-10-07,Low
BUG-002146,RaceCondition,CacheLayer,Development,iOS,iOS16,Edge,DevOps,Integration,Open,3174,4601,144,10,58,1832,89.49,22583,416,546,1,8,49,55.68,1,1,580,1664,0,0,0,0,1,2021-04-11,2021-05-03,High
BUG-002147,InfiniteLoop,Scheduler,QA,Android,Android12,Firefox,Developer,Core,Reopened,1540,2276,158,14,24,3763,20.83,13820,200,291,42,1,25,3.01,0,4,785,96,1,0,0,0,0,2021-03-21,2021-04-02,Medium
BUG-002148,IncorrectCalculation,UserManagement,Development,Android,iOS16,Edge,Developer,Internal,In_Progress,757,8217,441,65,27,2349,56.19,16512,223,224,3,7,12,52.21,1,8,397,306,1,0,0,0,1,2022-07-02,2022-07-11,High
BUG-002149,SQLInjection,Frontend,Production,Desktop,Ubuntu20,Chrome,Product_Manager,Core,In_Progress,1714,2745,579,75,99,1713,63.72,6137,337,13,11,9,15,95.62,1,5,813,1260,0,0,0,0,1,2023-02-20,2023-02-20,Critical
BUG-002150,ConfigError,Reporting,Development,Web,iOS16,Mobile_App,Client,Internal,In_Progress,2488,4615,287,2,0,1658,27.17,6270,221,321,46,4,48,44.96,3,9,62,26,0,0,1,1,0,2021-09-13,2021-09-26,Low
BUG-002151,UIGlitch,CacheLayer,QA,iOS,Windows11,Mobile_App,Developer,Plugin,In_Progress,2588,1190,427,1,96,1412,83.17,4568,388,270,14,7,5,6.69,4,8,117,1945,0,0,1,0,0,2023-12-12,2023-12-23,Medium
BUG-002152,FileNotFound,API_Gateway,QA,Web,Android12,Safari,End_User,Plugin,In_Progress,1692,9626,369,22,76,2604,8.92,11304,300,719,9,8,12,52.56,0,0,546,1857,1,0,0,1,0,2023-03-04,2023-04-02,High
BUG-002153,LogicError,Analytics,Production,Desktop,iOS16,Safari,Client,Core,In_Progress,3173,1263,569,30,30,1338,15.37,45031,16,294,30,6,11,66.91,4,1,85,1738,1,0,1,1,0,2022-01-01,2022-01-13,Critical
BUG-002154,UIGlitch,Notification,Development,Desktop,Windows11,Firefox,QA_Engineer,Internal,In_Progress,1109,1310,340,1,30,352,30.06,9391,166,655,2,10,47,32.93,4,2,540,812,0,0,1,0,0,2021-02-24,2021-03-23,Low
BUG-002155,AuthBypass,Payment,Production,Android,macOS13,Edge,DevOps,Integration,Reopened,4366,669,533,64,5,954,71.86,34323,263,38,28,2,48,9.1,5,2,439,555,0,0,0,0,0,2023-08-17,2023-08-18,Critical
BUG-002156,LogicError,CacheLayer,QA,iOS,Windows11,Firefox,Developer,Internal,Reopened,2427,1649,156,12,8,1864,45.8,11923,144,134,7,5,10,19.62,0,2,894,613,1,0,1,0,0,2023-01-02,2023-01-07,Medium
BUG-002157,NullPointerException,Scheduler,QA,Android,Windows11,N/A,Client,ThirdParty,Closed,3897,9408,287,83,55,1511,66.83,35064,258,271,28,1,3,26.27,4,9,837,2290,1,0,0,0,0,2023-11-07,2023-11-18,Critical
BUG-002158,ConfigError,Frontend,Development,iOS,macOS13,Edge,QA_Engineer,Core,Resolved,3,1476,135,13,10,1745,67.73,47338,341,274,2,3,37,96.59,4,5,235,453,0,1,0,1,0,2021-11-30,2021-12-11,Low
BUG-002159,UIGlitch,FileStorage,QA,Android,CentOS7,Firefox,Developer,ThirdParty,Open,3141,6376,127,15,4,866,68.3,45743,404,660,42,8,16,93.46,5,0,472,543,0,0,1,1,0,2023-09-27,2023-10-24,Medium
BUG-002160,APIFailure,Analytics,Development,Desktop,Windows10,Edge,End_User,ThirdParty,Open,715,8281,152,1,74,1826,21.07,38835,207,550,20,4,7,57.79,3,5,678,2141,0,0,1,0,0,2021-10-30,2021-11-21,Medium
BUG-002161,NullPointerException,SearchEngine,Development,API,Windows11,Mobile_App,Product_Manager,Internal,Resolved,1657,695,191,12,84,3162,4.45,18407,349,245,28,10,19,39.46,0,3,926,1757,0,0,1,1,1,2022-12-21,2022-12-31,Low
BUG-002162,XSS,Reporting,Development,iOS,iOS16,Safari,Client,Integration,Reopened,1439,13549,353,30,6,3594,22.71,1611,182,391,12,9,29,86.31,1,0,899,2000,0,0,1,1,0,2023-08-18,2023-09-03,Medium
BUG-002163,NullPointerException,EmailService,Development,Web,CentOS7,Chrome,End_User,ThirdParty,Open,774,3830,209,63,34,56,97.47,19469,240,103,20,6,3,32.26,4,5,875,2357,1,0,0,0,0,2022-01-18,2022-01-22,Medium
BUG-002164,CrashOnLaunch,FileStorage,Staging,Web,macOS13,Firefox,Developer,Integration,Closed,4396,7184,518,48,4,3968,80.6,1462,69,276,24,4,17,32.99,4,4,575,2024,0,0,1,0,0,2022-01-09,2022-01-20,Critical
BUG-002165,NullPointerException,UserManagement,Development,Desktop,Windows10,Edge,Developer,Plugin,In_Progress,1296,3521,280,33,69,2039,75.06,9282,65,198,15,10,6,38.17,2,8,250,406,0,0,1,0,1,2023-06-12,2023-06-20,Medium
BUG-002166,FileNotFound,CacheLayer,QA,iOS,Ubuntu20,Firefox,End_User,Core,In_Progress,3445,11325,229,54,1,1538,3.55,12074,230,539,9,6,8,58.2,2,10,648,534,0,1,1,0,0,2022-11-08,2022-11-30,High
BUG-002167,NetworkTimeout,UserManagement,Staging,API,macOS13,Edge,End_User,Core,Open,4169,8307,101,75,18,3872,79.22,45108,100,625,20,0,1,35.27,4,2,750,2860,0,0,0,0,0,2023-11-08,2023-12-04,Critical
BUG-002168,NullPointerException,Analytics,Development,iOS,Windows10,Safari,Product_Manager,Internal,Resolved,1726,8370,285,38,47,2775,66.47,39211,97,95,6,9,25,3.24,2,5,850,1947,1,0,1,0,0,2023-12-08,2023-12-11,Medium
BUG-002169,NullPointerException,Analytics,Development,Android,CentOS7,Mobile_App,Client,Integration,In_Progress,4595,10436,464,36,44,3290,10.96,14189,179,144,39,7,18,77.45,3,2,166,42,0,0,1,1,0,2023-03-02,2023-03-08,High
BUG-002170,LogicError,Analytics,Staging,iOS,CentOS7,Mobile_App,End_User,Integration,Closed,3051,396,159,7,24,2205,14.87,7723,18,558,34,9,6,37.31,5,7,575,972,0,0,1,0,0,2022-11-23,2022-12-16,Medium
BUG-002171,NullPointerException,FileStorage,QA,API,Windows11,Edge,QA_Engineer,ThirdParty,Open,381,13866,155,13,14,3428,73.31,30575,77,394,41,0,49,20.38,3,6,509,1257,0,0,0,0,0,2022-05-31,2022-06-16,Low
BUG-002172,AuthBypass,Payment,Development,iOS,Windows10,Chrome,End_User,ThirdParty,Closed,4203,13726,374,86,53,1097,89.91,6421,302,115,41,8,9,61.27,1,7,325,276,0,0,1,0,0,2023-01-02,2023-01-06,Critical
BUG-002173,XSS,Authentication,QA,iOS,Ubuntu20,Safari,End_User,Internal,Open,3999,4656,472,24,78,1252,60.98,24592,399,42,13,5,41,42.28,2,9,916,95,0,0,1,0,0,2023-12-09,2023-12-10,High
BUG-002174,NullPointerException,Scheduler,UAT,Android,Windows10,N/A,Client,Internal,Resolved,72,1329,125,20,18,2834,93.89,18421,51,305,3,10,47,82.38,4,6,213,2565,0,0,0,0,0,2021-07-16,2021-07-28,Low
BUG-002175,APIFailure,CacheLayer,Production,API,Windows11,N/A,End_User,ThirdParty,Open,2137,6681,209,3,3,1974,56.89,37482,304,37,27,4,37,90.3,4,10,33,1407,0,0,0,1,0,2022-06-16,2022-06-17,Critical
BUG-002176,UIGlitch,Notification,Development,Desktop,Windows11,Mobile_App,End_User,ThirdParty,In_Progress,630,680,487,18,91,3611,5.42,25014,153,31,37,9,39,54.32,1,5,973,47,1,0,0,0,0,2023-10-21,2023-10-22,Low
BUG-002177,XSS,API_Gateway,QA,Web,Android12,Safari,DevOps,Internal,Resolved,853,7394,285,30,17,3937,56.65,8427,491,457,8,10,43,61.1,5,8,391,762,0,0,0,0,1,2021-09-08,2021-09-27,Medium
BUG-002178,NullPointerException,Reporting,UAT,Web,Android12,Chrome,Client,Internal,Resolved,167,5794,268,88,15,3118,39.36,8687,285,176,47,7,29,62.85,5,3,29,394,1,0,0,0,0,2023-01-17,2023-01-24,High
BUG-002179,UIGlitch,SearchEngine,Development,Web,CentOS7,Safari,Developer,ThirdParty,In_Progress,87,1263,428,12,62,3494,77.11,39507,437,131,4,9,11,47.93,2,1,661,1927,1,1,1,0,0,2022-08-29,2022-09-03,Low
BUG-002180,UIGlitch,API_Gateway,QA,Desktop,macOS13,Chrome,Client,Internal,Reopened,2472,5665,425,1,88,2066,60.14,42714,111,182,0,9,50,98.12,1,9,775,2852,0,0,1,0,0,2023-02-18,2023-02-25,Medium
BUG-002181,UIGlitch,Reporting,Staging,API,Windows11,Firefox,DevOps,Internal,Resolved,674,3650,496,32,33,3243,44.18,8892,422,718,37,10,1,34.64,1,0,128,2363,0,1,0,1,0,2022-12-23,2023-01-21,Medium
BUG-002182,ConfigError,SearchEngine,Development,iOS,Windows10,Mobile_App,DevOps,Integration,Open,3983,14152,520,35,32,3322,6.84,14597,261,576,42,8,20,43.72,3,7,974,1066,0,1,0,0,0,2022-06-28,2022-07-22,High
BUG-002183,UIGlitch,Scheduler,QA,Android,Android12,Firefox,Client,ThirdParty,Closed,2184,1022,285,8,32,2790,55.34,12303,225,495,40,6,35,29.47,0,2,941,2055,0,0,0,1,0,2022-11-16,2022-12-06,Low
BUG-002184,NullPointerException,Analytics,Development,iOS,Windows11,Firefox,End_User,ThirdParty,Resolved,229,2669,108,25,55,1060,85.62,22150,55,467,7,6,12,58.8,5,3,384,2954,0,1,0,0,1,2023-12-14,2024-01-02,Low
BUG-002185,PerformanceDegradation,Reporting,Development,Android,CentOS7,Edge,Client,Core,Open,254,6909,250,12,61,1242,43.45,4527,145,105,1,6,33,38.15,4,1,818,2801,0,0,1,1,0,2021-09-17,2021-09-21,High
BUG-002186,LogicError,SearchEngine,Production,iOS,Ubuntu20,Firefox,DevOps,Internal,Open,325,6033,172,68,60,3609,94.45,26736,57,382,38,2,37,93.14,4,4,313,1290,1,0,1,0,1,2022-07-12,2022-07-27,Critical
BUG-002187,UIGlitch,Frontend,Staging,Web,iOS16,Edge,End_User,Integration,Resolved,186,3370,355,30,95,3469,9.03,8249,222,156,45,6,12,76.54,2,4,929,2011,1,1,0,0,1,2021-06-15,2021-06-21,Medium
