bug_type,component,environment,platform,operating_system,browser,reporter_role,module,status,affected_users,response_time_ms,error_code,business_impact_score,reproduction_rate,memory_usage_mb,cpu_usage_pct,lines_of_code,open_issues_count,fix_time_hours,num_comments,num_attachments,sprint_number,test_coverage_pct,reopen_count,num_linked_bugs,api_call_count,db_query_time_ms,is_regression,is_security_related,has_workaround,customer_reported,sla_breached,severity
8,8,0,1,2,2,5,4,1,402,10189,394,4,23,813,14.86,9783,248,572,49,8,3,29.56,2,8,951,1349,0,1,0,1,0,2
3,8,0,4,6,1,5,0,4,3,1476,135,13,10,1745,67.73,47338,341,274,2,3,37,96.59,4,5,235,453,0,1,0,1,0,2
17,5,1,0,1,3,1,3,0,657,10670,214,13,2,3689,6.71,20531,131,226,45,5,6,6.66,2,6,554,624,0,0,0,0,0,1
9,14,0,3,2,2,3,0,3,391,290,185,33,100,1662,73.78,28257,16,346,22,5,25,12.71,4,10,928,2706,0,1,0,0,1,1
17,11,0,3,1,0,3,3,1,4347,4885,584,18,44,2143,97.98,6526,210,231,40,4,12,76.37,4,0,219,2032,0,0,1,0,0,3
0,8,3,2,3,0,0,2,0,28,3488,473,6,70,2309,86.01,20882,458,187,9,8,6,19.03,4,8,216,548,0,0,1,1,1,1
19,9,0,1,4,0,5,3,3,219,14246,595,14,29,1879,24.9,39709,475,332,31,8,7,95.54,3,6,578,17,0,0,0,0,1,2
8,11,3,4,6,1,2,0,0,2773,12774,273,77,73,427,58.21,37490,355,627,14,5,44,48.99,5,7,145,141,0,0,1,0,1,0
13,9,3,0,4,5,1,0,0,599,684,344,19,83,1683,19.9,19924,7,598,9,0,16,50.88,5,7,606,290,0,0,0,1,1,3
16,11,0,1,3,0,5,1,2,1933,1234,372,8,22,1443,50.19,24864,260,34,22,7,39,73.19,2,7,57,1425,0,0,1,0,0,3
17,13,0,1,6,3,5,3,1,1796,1644,217,16,32,2965,41.21,28767,49,140,19,4,26,87.29,0,2,786,2817,0,1,1,1,0,2
13,0,1,0,5,1,1,1,0,69,9731,186,89,2,3937,61.65,3784,217,411,27,4,27,91.73,0,10,890,2781,1,0,0,0,1,0
3,12,0,0,2,1,5,1,0,1558,985,346,6,51,544,51.6,34786,487,602,22,6,30,80.3,5,8,419,348,0,0,1,0,0,2
19,2,4,0,1,2,5,0,2,2498,2120,385,3,0,290,92.0,1153,305,71,22,6,4,93.19,5,8,836,1560,0,0,0,1,1,3
17,2,0,2,1,4,2,4,2,159,6556,326,44,78,198,20.4,40393,359,532,28,1,12,30.61,4,1,893,390,1,0,0,0,1,1
3,7,4,4,4,1,4,1,0,896,89,428,12,26,1364,8.0,17283,259,460,39,9,23,81.08,1,5,771,83,1,0,0,0,1,3
0,3,1,1,5,4,4,2,3,3975,950,504,4,67,2735,30.25,18759,35,27,11,7,5,6.01,4,8,150,1659,1,0,0,1,1,0
8,9,3,3,0,5,2,1,1,801,9810,387,67,88,2668,9.05,35683,251,607,14,2,41,35.5,1,5,415,733,0,0,0,0,0,0
19,10,0,1,0,5,3,2,1,1192,119,173,28,89,3324,75.42,44355,113,352,31,1,48,53.76,5,10,359,1410,0,0,0,1,0,3
13,3,0,0,5,2,2,3,1,972,14124,411,9,95,3438,52.05,11739,130,414,45,1,4,23.49,3,2,409,710,0,0,0,0,0,3
18,9,0,1,1,3,4,4,3,2327,8050,508,43,24,1541,22.58,37921,290,88,19,8,15,53.03,0,4,605,1037,1,0,0,0,0,1
17,9,0,0,4,3,2,1,4,2686,4429,302,2,19,2853,11.97,9051,451,393,34,7,24,22.6,4,10,416,1286,0,0,1,0,1,2
6,6,1,0,5,1,0,0,2,4220,10230,344,60,88,719,26.6,25023,51,357,41,6,25,98.47,4,8,859,2743,0,0,1,0,0,0
7,3,2,3,5,4,0,3,2,2167,584,337,12,53,3810,96.44,15541,157,491,21,9,12,88.1,1,2,17,1007,0,0,1,0,0,3
6,6,3,2,0,5,4,3,1,3017,14879,150,93,49,99,84.5,971,176,500,42,0,14,20.12,2,9,99,1003,0,0,0,0,0,0
17,1,2,3,4,2,1,3,4,4082,12522,317,23,4,3944,12.61,29141,208,8,40,5,49,6.85,3,6,661,2134,1,0,1,1,0,3
3,14,0,3,5,3,0,1,3,3682,1898,458,6,15,4068,13.96,43076,331,19,22,4,35,26.09,1,8,894,728,0,1,0,0,0,3
16,0,1,0,4,4,0,4,2,4247,10334,195,69,10,3620,23.6,41675,355,407,7,1,4,1.86,0,6,954,2021,0,0,0,0,0,0
17,0,0,0,1,5,1,0,4,2537,949,250,2,49,2455,57.71,16820,188,686,18,6,26,28.14,5,5,4,212,1,0,0,0,0,2
16,11,2,3,6,4,3,4,4,2736,11100,280,90,59,411,96.85,17216,232,10,26,1,41,49.8,1,8,508,2564,1,0,0,0,0,0
19,1,0,2,6,1,4,0,4,2291,1645,473,59,7,2927,13.01,27066,77,162,22,3,12,88.78,0,2,7,923,1,0,0,0,1,3
19,6,2,1,4,5,3,3,1,909,2320,521,37,71,4036,61.09,36732,198,607,9,0,28,19.21,3,7,674,202,0,0,0,0,1,3
9,14,4,2,6,0,0,2,0,2472,14404,575,69,96,3830,24.52,12185,465,548,13,6,13,55.7,4,6,293,172,0,0,0,0,1,0
7,11,3,3,5,4,3,2,1,2786,5782,574,66,45,580,20.94,15975,444,255,34,3,4,71.96,1,4,896,479,0,0,1,0,0,0
9,8,0,4,2,0,0,4,2,3023,10513,406,30,57,1769,54.2,7550,347,539,7,9,49,71.8,1,8,342,1579,1,1,0,0,0,1
19,5,0,1,2,0,0,1,4,817,4638,138,16,65,4034,73.52,23146,487,474,27,0,13,21.27,1,4,589,1857,0,1,0,1,0,3
13,11,3,1,6,1,2,4,0,2104,9427,468,3,26,1789,73.37,22748,496,390,36,4,13,65.52,3,0,169,399,0,1,1,1,0,3
9,6,0,2,2,5,3,3,2,1166,1793,452,27,18,1635,24.61,19474,86,234,22,10,10,81.35,3,8,351,1583,0,1,0,1,1,3
11,10,1,1,6,5,1,1,4,4085,2423,110,24,81,3077,70.12,46036,111,104,37,5,47,12.28,4,5,125,1831,0,1,0,0,0,0
17,0,2,3,6,3,2,0,4,1807,1387,598,34,24,535,43.1,48999,368,13,4,8,34,73.26,4,4,169,2295,0,0,1,1,0,3
17,5,2,2,5,1,5,1,3,3945,1786,518,50,71,3158,54.91,38385,273,5,50,6,5,96.49,5,5,773,348,0,0,0,0,0,0
17,8,0,0,4,2,2,1,1,1682,1908,225,3,25,1147,3.83,29922,438,600,37,5,7,48.21,3,0,895,1586,0,0,1,0,0,2
19,12,2,4,0,5,1,1,4,987,2887,540,35,57,1694,62.71,38900,210,676,48,3,9,80.92,4,0,341,2687,0,0,0,1,0,3
12,2,0,3,1,3,3,0,1,1824,9211,385,25,84,3246,8.97,20200,177,152,2,2,40,8.67,0,6,792,2292,0,0,1,1,1,0
4,2,0,0,4,1,0,0,1,1842,3114,396,27,3,1803,42.75,2047,238,57,46,6,47,12.78,0,9,237,1580,0,0,1,0,0,1
17,7,3,2,2,5,2,1,4,2660,9012,266,33,96,591,17.67,13034,343,2,10,3,28,8.52,5,5,447,341,0,1,0,0,0,1
3,10,0,0,1,3,2,1,2,3768,6648,313,12,18,2194,12.1,46727,41,434,35,10,46,82.77,1,4,142,2869,0,0,1,0,0,1
8,8,0,1,2,2,5,4,1,402,10189,394,4,23,813,14.86,9783,248,572,49,8,3,29.56,2,8,951,1349,0,1,0,1,0,2
19,3,1,4,3,0,5,0,3,2338,14449,473,94,13,1510,23.05,2832,315,504,8,3,5,2.6,4,1,108,2491,0,0,1,1,0,0
0,3,0,1,6,4,3,4,2,8,5175,541,30,81,1971,73.8,49225,152,558,46,9,9,26.97,5,6,312,1560,0,0,0,0,0,1
17,11,2,2,6,2,3,2,3,115,1030,560,4,61,1458,12.1,26210,297,653,3,8,22,6.25,1,9,973,168,1,1,0,0,0,2
19,1,2,4,3,1,2,2,3,57,1402,219,24,8,2501,36.49,20755,146,362,42,3,41,89.01,1,2,37,2698,0,0,0,0,0,2
10,8,0,1,5,3,0,2,2,3593,1696,376,29,46,1851,96.13,7602,162,120,1,1,22,64.85,5,3,78,1102,0,0,0,0,0,3
13,0,0,2,6,4,4,3,0,2246,1490,516,39,21,2631,19.05,21698,121,566,21,6,12,32.83,3,3,55,1160,1,0,1,0,1,3
19,4,3,0,4,0,3,3,3,883,8415,214,47,10,3318,80.93,37695,148,496,18,8,27,4.19,5,6,409,2038,0,0,0,0,1,1
17,14,0,3,1,3,1,2,4,482,143,231,29,9,2432,19.16,44972,174,675,0,7,4,27.82,2,0,965,1137,1,0,0,0,0,2
17,5,0,0,5,3,3,4,4,364,4597,454,1,13,3074,38.16,9601,104,578,31,8,31,15.6,3,6,962,2943,0,0,1,0,0,2
2,5,0,4,3,3,2,4,4,4247,12670,329,86,99,3989,31.41,29232,7,449,25,4,16,62.86,3,3,136,1322,0,0,0,1,0,0
19,9,2,2,4,0,1,3,4,708,3701,164,31,52,197,96.09,23873,361,538,37,7,16,96.71,1,3,567,2238,0,1,1,0,0,3
10,9,1,1,0,3,1,3,1,589,14521,343,28,22,3051,52.39,44723,443,335,39,10,35,61.16,3,2,478,1240,0,0,0,1,1,0
17,1,0,0,6,1,5,0,4,308,422,111,29,90,2681,76.78,3233,355,140,27,3,14,67.49,5,1,15,1355,0,0,0,1,1,2
10,3,0,1,6,5,4,1,2,2680,2111,303,31,42,2532,69.65,30977,327,709,47,7,41,35.27,1,9,127,1281,0,0,1,0,1,3
14,12,0,0,1,4,2,2,1,3670,4708,430,4,20,1254,98.61,33482,408,533,8,8,13,2.07,1,2,266,2426,0,0,0,0,0,1
0,1,4,1,5,4,3,2,1,4233,11166,139,52,89,1447,61.15,29654,302,30,20,7,32,1.65,0,5,911,1002,0,0,1,1,0,0
13,11,0,4,6,4,2,1,1,3298,8384,112,4,94,870,8.99,49506,69,692,46,4,8,86.26,5,7,214,842,0,0,0,0,0,3
17,7,2,0,3,4,0,0,0,377,13441,573,6,5,1365,39.7,43808,398,192,5,10,28,12.33,5,0,348,1478,0,0,1,0,1,2
13,7,0,2,2,1,0,4,3,88,9821,248,13,8,639,89.69,34689,436,75,15,9,4,41.67,0,10,905,663,0,0,0,0,0,2
17,1,0,2,2,0,5,3,2,1405,8030,536,10,97,1326,40.48,12533,340,92,44,2,26,14.04,5,5,314,1401,0,0,1,1,1,3
19,1,0,0,3,5,2,3,2,2386,7285,513,48,71,1055,15.54,11357,94,532,5,8,5,5.76,2,4,980,1301,0,0,0,0,0,1
1,9,3,0,6,3,4,1,3,742,5880,426,87,98,901,44.84,47877,6,449,3,3,1,55.97,5,0,126,2817,0,0,0,0,1,0
19,14,0,4,2,0,0,3,0,3451,8746,172,13,55,3552,33.18,15148,411,592,48,6,50,22.64,3,0,58,2216,1,0,1,0,1,1
11,8,0,2,1,0,1,4,2,355,102,501,1,8,1367,92.91,15257,390,279,22,8,23,35.06,5,3,788,973,0,0,0,0,1,2
17,4,0,1,5,3,3,2,0,138,2927,562,51,40,3064,33.85,44895,424,511,9,5,19,14.72,3,0,582,2819,0,0,0,0,0,3
13,2,0,4,3,0,5,1,4,3893,4654,131,1,22,4062,4.72,10654,99,260,4,10,13,40.13,2,7,850,2497,0,1,1,0,0,3
6,0,0,0,4,4,5,0,1,2019,1056,243,71,59,705,53.17,19513,133,37,45,1,40,23.6,1,6,396,2309,0,0,0,0,0,0
13,11,0,1,3,5,0,1,4,2004,1567,198,29,11,3745,80.5,8023,273,597,40,6,31,88.02,5,5,514,1804,0,1,0,0,1,2
17,3,0,0,2,2,0,0,2,1486,566,464,7,46,976,74.57,684,270,255,27,7,48,83.22,5,6,606,2705,0,0,0,0,0,2
17,13,0,3,4,2,0,4,0,684,6195,292,12,26,3359,57.32,6132,456,278,41,7,12,19.66,2,3,952,181,0,0,0,0,1,2
8,8,4,0,3,3,2,4,3,638,1916,594,1,4,951,19.29,3593,103,638,44,9,7,44.86,0,10,823,765,1,0,0,0,0,2
17,14,0,3,1,3,1,2,4,482,143,231,29,9,2432,19.16,44972,174,675,0,7,4,27.82,2,0,965,1137,1,0,0,0,0,2
3,4,2,4,5,3,2,1,1,53,1856,333,6,27,1774,61.99,2103,337,550,10,0,5,59.2,1,1,202,1099,1,0,1,0,0,3
0,5,0,4,6,1,0,2,2,2293,4277,103,2,46,3242,52.73,23737,208,44,44,10,49,3.49,5,8,107,2209,0,0,1,1,1,1
13,1,0,2,3,0,3,4,0,543,4967,286,30,20,1408,95.95,14932,364,67,31,6,39,81.15,2,8,71,1428,0,1,0,1,0,2
17,13,0,1,6,3,5,3,1,1796,1644,217,16,32,2965,41.21,28767,49,140,19,4,26,87.29,0,2,786,2817,0,1,1,1,0,2
17,8,0,2,6,2,4,2,2,573,4755,214,30,9,3881,99.42,25050,475,677,25,3,32,44.65,4,2,616,2950,0,0,0,0,0,2
9,13,0,1,4,0,0,2,3,207,90,103,5,26,3342,5.93,24225,63,309,18,0,1,77.43,5,5,839,2932,1,0,1,0,0,2
19,9,0,1,4,0,5,3,3,219,14246,595,14,29,1879,24.9,39709,475,332,31,8,7,95.54,3,6,578,17,0,0,0,0,1,2
19,6,3,1,1,1,1,2,4,4978,10163,524,29,78,1235,54.25,13586,481,362,21,8,6,64.21,3,6,520,95,0,0,0,0,0,1
13,13,0,2,5,4,5,2,2,3644,933,523,73,21,1309,19.58,45317,11,482,25,0,32,83.75,0,0,32,10,0,0,0,1,1,1
19,7,4,1,1,2,1,2,4,902,437,381,20,10,1067,19.96,47025,211,32,49,5,8,2.27,4,1,467,1108,1,0,1,0,0,2
17,9,2,3,5,1,3,0,1,2546,12921,475,14,78,812,93.8,27380,2,83,31,8,42,47.18,3,6,603,1324,0,1,0,0,0,3
6,13,1,0,4,0,3,0,2,2650,399,404,48,36,1447,28.39,22162,164,589,12,7,41,47.41,2,3,232,1429,0,0,1,0,0,0
0,14,1,0,5,1,1,2,1,3465,4855,189,38,57,1487,92.0,9554,262,68,10,8,4,84.43,0,3,106,30,0,1,1,0,1,0
13,14,0,0,0,5,0,0,0,305,10755,548,1,57,3590,38.48,26133,121,517,2,8,25,43.78,3,10,620,2301,1,0,1,0,0,3
5,4,3,3,0,0,5,1,1,2396,14040,342,32,50,975,87.72,45751,317,579,35,10,2,17.83,4,2,605,1699,0,1,0,0,1,0
17,1,0,4,6,2,4,1,1,1973,206,421,1,81,1394,39.42,11193,290,704,5,3,9,5.65,5,0,710,2358,0,0,1,0,0,2
10,5,1,2,5,4,0,0,2,1794,11738,321,4,79,3162,99.33,1238,119,716,39,9,8,21.18,4,6,456,2707,0,0,0,0,0,0
13,3,3,3,0,0,1,2,1,323,654,176,17,18,3779,84.33,35830,374,481,19,6,27,34.36,3,2,806,2001,1,0,1,0,1,2
7,12,0,4,1,0,4,0,3,2234,12556,138,4,50,1756,33.46,33384,129,292,21,3,27,58.84,4,7,202,579,0,0,0,0,0,3
19,2,4,2,6,2,3,2,0,526,4772,575,7,57,853,39.87,2584,205,186,7,3,9,33.64,4,5,490,440,1,0,1,1,0,3
0,1,0,2,5,1,1,1,0,167,2450,338,25,52,3652,49.29,47532,174,156,29,2,45,64.18,0,8,140,490,0,0,0,0,0,3
17,1,3,1,0,4,5,3,4,742,562,424,7,15,2227,99.34,46060,441,162,16,10,50,69.63,1,10,785,13,0,1,0,0,0,2
13,1,2,1,2,1,5,4,3,624,10780,387,2,24,2727,47.67,15573,212,420,10,8,11,32.95,0,9,559,1063,0,0,1,0,0,2
17,9,2,4,6,5,3,4,1,750,11616,598,19,60,230,59.57,49022,222,483,23,5,38,32.75,2,9,134,384,1,0,0,1,0,3
17,12,1,3,0,4,4,3,2,1483,3547,135,10,18,391,95.42,48084,429,611,9,5,19,28.06,0,3,34,2683,1,1,0,0,0,1
17,14,0,2,2,3,3,0,0,422,11045,366,2,15,2274,20.9,41887,166,696,44,4,10,13.79,5,3,376,2286,0,0,1,0,0,2
0,3,4,4,4,0,4,0,0,3612,9357,489,10,56,1419,61.81,8954,300,623,39,8,6,37.94,0,3,875,1319,0,0,0,0,0,1
1,6,0,2,3,5,2,0,2,207,9269,513,10,7,1998,11.37,4768,155,69,1,9,10,98.13,3,10,804,1271,0,0,0,1,1,3
13,8,0,0,0,1,5,0,0,2772,1805,528,16,6,2065,4.44,18212,263,599,20,10,42,28.97,5,1,760,1231,0,0,0,1,1,2
19,8,0,0,5,5,5,0,2,183,7003,550,23,9,3943,88.38,39335,222,694,31,5,38,14.95,4,2,402,1227,1,0,1,1,1,2
5,12,1,3,6,3,5,1,0,2363,509,226,67,7,118,15.59,38846,474,588,2,0,43,84.53,3,3,874,429,0,0,0,0,0,0
19,12,2,4,4,5,3,4,1,1252,8625,357,2,34,248,86.45,23265,333,58,15,9,24,93.25,1,9,311,502,0,0,0,0,0,3
14,8,2,2,6,2,5,0,2,1900,3763,337,11,25,1819,74.95,19250,164,3,39,1,25,90.71,0,7,560,775,0,0,1,1,1,3
9,6,3,0,3,0,4,2,0,2133,13496,353,15,8,3676,89.64,49927,121,586,28,10,44,19.14,4,10,102,1101,0,0,0,0,0,1
11,6,0,3,4,2,0,3,2,85,3955,428,24,26,2847,0.26,24735,138,270,35,5,37,13.59,1,3,264,2043,0,0,1,0,1,1
13,9,0,2,6,5,2,4,1,640,272,195,2,52,3025,84.24,15963,399,529,33,5,2,24.39,2,10,307,1643,0,1,0,1,0,2
13,4,0,0,6,0,3,0,3,16,12933,163,25,53,335,91.94,14231,485,415,42,4,12,32.51,3,5,904,2835,1,1,0,1,1,3
12,12,0,4,5,4,4,4,2,4066,3450,516,26,2,1551,19.3,23586,114,687,9,10,25,94.56,2,6,992,447,0,1,1,0,1,1
1,14,1,1,4,3,0,1,4,4446,10884,265,44,33,1795,60.13,2193,319,401,2,7,10,58.62,2,4,806,646,0,1,0,0,0,0
6,3,1,2,4,0,4,4,3,232,11347,171,63,4,1840,83.49,47758,243,604,24,5,43,54.74,2,2,173,1346,0,0,0,1,0,0
19,6,0,4,3,4,2,3,1,253,4312,307,14,59,852,31.03,8671,479,558,35,4,26,60.06,4,10,961,14,0,0,0,0,0,2
19,13,0,4,2,3,0,0,2,306,11908,445,44,88,604,23.39,34340,81,319,33,2,2,1.21,1,8,2,865,0,0,0,0,0,3
18,13,0,1,4,3,0,1,1,1445,3616,278,27,68,3556,77.78,44390,425,208,38,3,6,1.21,5,5,597,2440,1,0,0,0,1,1
13,11,0,4,6,4,2,1,1,3298,8384,112,4,94,870,8.99,49506,69,692,46,4,8,86.26,5,7,214,842,0,0,0,0,0,3
4,11,4,4,2,5,4,0,1,1477,11425,112,69,48,3802,72.6,15366,229,337,7,3,31,94.25,5,0,186,1239,0,0,0,0,0,0
11,0,1,2,4,2,4,0,3,3880,10810,176,92,96,605,97.49,25808,396,4,41,5,5,71.12,1,2,31,217,0,0,0,0,0,0
13,13,0,3,0,4,5,0,0,523,5184,385,5,26,1106,18.26,29443,205,696,50,7,2,7.13,3,8,963,188,0,0,1,0,0,2
14,8,0,1,2,5,5,4,2,2596,8905,587,49,14,2129,20.73,44801,83,78,4,0,4,41.99,0,0,764,831,0,0,1,1,1,1
16,9,2,0,4,4,5,2,2,3754,2837,413,1,47,1334,31.7,27112,168,605,30,0,38,46.13,5,5,311,2029,1,0,1,1,0,1
3,2,0,3,1,1,3,2,1,109,6631,440,16,9,3820,37.26,3748,476,633,20,10,24,15.57,0,0,173,1201,0,0,0,0,0,3
19,13,0,1,3,0,3,1,3,4232,1568,300,38,71,2790,87.16,21159,298,214,28,8,14,79.94,2,3,585,781,0,0,0,0,1,3
17,3,4,4,2,4,3,1,1,1822,985,158,2,98,2603,50.25,41632,108,186,16,7,9,78.84,2,2,920,919,0,1,1,1,0,3
13,7,4,0,4,2,2,4,3,676,6025,471,24,31,1735,38.04,44145,185,386,6,6,12,39.79,2,9,549,1823,0,1,1,0,0,3
2,8,1,3,6,5,0,3,3,1456,9452,205,66,92,945,91.86,36511,56,181,9,2,22,96.19,4,7,987,1421,0,0,0,1,0,0
8,3,3,4,4,5,3,3,4,2495,5574,586,52,17,1610,1.55,47500,117,509,37,9,39,0.08,0,3,484,1180,0,0,1,0,1,0
13,11,0,0,3,0,3,2,3,560,12588,589,29,23,368,85.5,48671,473,341,12,10,44,96.98,4,4,425,652,1,0,0,1,0,3
19,6,0,2,3,0,3,4,3,1047,2514,594,18,11,1831,69.85,11586,156,133,22,3,41,37.0,2,2,434,1748,0,1,1,0,1,2
9,6,3,3,5,4,3,3,2,4935,8337,599,82,59,1933,8.94,16767,45,68,40,2,47,92.09,4,0,451,1506,0,1,0,0,1,0
12,5,1,1,1,0,3,3,2,4336,11472,257,92,47,1209,82.59,30856,49,559,27,6,34,56.33,2,5,338,654,0,0,1,0,0,0
19,4,0,2,2,1,0,4,1,564,139,441,12,69,1150,76.97,19481,218,114,11,7,46,48.26,0,10,254,2423,1,0,1,1,1,2
15,2,1,0,1,4,0,2,3,3098,1689,410,87,29,1500,63.65,6892,452,698,36,4,47,5.74,0,4,770,2343,0,0,0,0,1,0
2,4,3,3,0,5,4,1,4,1982,13077,577,27,86,3662,19.91,39398,365,633,27,6,26,7.82,3,3,582,221,0,0,1,0,1,0
0,13,0,1,5,2,5,1,1,1966,14461,229,19,42,2067,64.8,49372,453,120,27,7,18,79.22,2,2,16,391,1,1,0,1,1,1
4,12,1,1,5,5,1,0,1,4611,11626,402,2,13,1301,92.22,30703,52,295,19,0,42,60.99,5,1,782,2635,0,1,0,0,0,0
13,2,2,2,1,0,2,0,0,4836,1786,441,2,26,2565,12.88,31660,132,167,49,10,27,8.19,2,6,877,2140,0,0,0,1,0,3
19,13,0,4,2,5,3,3,3,370,9331,295,3,70,2711,29.27,11064,407,565,5,9,21,54.66,0,5,596,595,1,0,0,0,0,2
14,4,0,3,0,1,2,0,2,4381,7324,195,7,46,117,76.46,22957,211,521,38,2,44,34.72,3,10,29,2079,0,0,0,0,1,1
7,3,0,3,3,5,1,4,4,2715,2956,184,3,74,3494,1.47,2602,334,66,19,0,21,56.07,5,6,324,576,1,0,0,0,1,3
4,6,2,2,3,4,0,3,0,4393,14994,179,16,12,1979,18.04,4232,189,528,8,1,17,69.51,3,8,353,930,0,0,0,0,1,1
13,3,2,0,1,4,2,4,4,2961,9560,295,81,28,2041,17.25,40280,275,437,1,8,8,81.57,2,9,161,2125,0,1,1,0,1,0
13,8,0,0,5,2,4,0,3,29,4509,454,47,57,703,26.36,7730,179,702,42,0,49,71.62,2,2,213,1597,0,0,0,1,1,3
3,8,0,3,5,4,1,2,1,2469,2527,592,31,12,477,88.73,31048,217,499,32,5,42,2.1,4,10,293,2955,0,1,0,1,0,3
3,9,0,2,2,4,5,0,0,120,831,348,12,66,2654,15.37,1521,110,629,10,0,28,46.07,5,3,479,996,0,1,0,1,0,2
3,12,0,1,5,5,1,0,2,1137,5960,478,24,41,2733,43.66,24695,321,413,33,6,26,38.56,1,5,678,1488,0,0,0,0,0,3
14,11,2,2,4,0,2,3,3,227,6327,324,5,72,274,34.19,24514,167,698,18,7,9,68.51,0,10,814,1489,0,1,1,1,0,1
8,7,3,4,1,3,1,2,3,2059,4854,539,25,46,2342,28.49,16958,122,479,49,4,32,43.41,5,3,409,2763,0,0,1,0,1,1
17,1,0,4,4,5,4,2,0,544,14586,324,43,35,2332,38.08,15367,12,17,23,5,13,26.68,0,10,854,2408,1,0,0,1,1,3
16,7,0,1,2,0,2,4,4,165,13723,452,40,66,3818,8.0,30182,128,8,47,1,11,22.05,4,5,244,487,0,0,0,0,1,1
17,9,0,0,0,4,1,3,4,2082,859,585,13,38,242,99.03,26383,475,665,9,7,39,90.81,3,5,323,2379,0,0,1,0,1,2
17,2,4,4,2,3,4,1,3,3053,6653,448,16,57,2025,42.96,38482,226,333,30,8,4,44.68,2,4,926,1394,0,0,0,0,0,1
19,2,0,4,5,0,3,2,0,1039,1253,198,29,38,4084,58.01,22272,76,250,20,7,19,90.42,5,7,774,1076,0,0,0,1,1,3
8,8,0,1,1,4,5,1,0,2415,4670,280,46,100,1611,15.45,28843,406,129,16,9,20,91.73,3,10,195,687,0,0,0,1,1,1
19,6,0,3,3,0,3,1,2,930,11838,465,49,75,4067,65.23,2196,6,455,6,0,2,97.39,2,5,623,213,0,0,0,0,0,1
13,1,0,0,5,0,5,4,1,861,3562,205,35,15,140,0.66,44023,193,414,28,2,6,97.05,1,8,460,2730,0,1,0,0,0,2
2,9,1,4,5,5,1,4,3,1028,7687,183,9,50,511,41.67,46809,259,306,3,10,33,98.59,1,9,157,2991,1,0,1,0,0,0
13,12,2,3,2,2,1,4,4,2094,3985,206,55,24,390,15.13,47097,487,243,45,10,29,40.46,4,6,576,659,0,1,1,0,0,3
16,13,1,4,5,2,2,3,1,541,5490,257,59,45,234,94.24,12357,12,675,11,1,33,17.99,1,2,753,881,0,0,1,0,1,0
7,1,3,4,3,3,0,1,1,757,1092,424,17,66,2476,74.6,46683,116,519,32,1,4,84.32,4,3,676,1918,0,0,0,1,0,3
12,9,4,3,2,5,0,1,4,575,7134,484,30,40,594,97.84,27885,197,653,11,6,6,41.07,0,2,984,2112,0,0,0,0,0,1
10,8,4,4,5,1,5,3,3,435,10106,384,61,5,2459,6.9,21376,486,321,19,4,8,2.54,3,7,372,2044,1,0,0,0,0,1
17,1,2,2,0,0,5,1,3,4191,4923,372,10,76,202,71.33,32917,446,18,20,8,44,93.54,2,5,749,2058,1,0,0,1,0,3
3,13,4,2,1,0,5,3,3,565,12065,592,22,46,3330,33.52,38170,77,136,43,3,21,82.01,1,2,792,28,0,0,0,0,0,1
17,0,3,1,4,5,1,4,4,461,5270,208,4,59,488,46.48,41942,4,597,21,0,44,3.03,3,10,492,2790,0,1,1,0,0,3
3,14,0,1,6,0,2,2,0,2184,11698,122,3,16,2258,98.17,23363,50,86,20,4,37,80.64,1,9,208,630,0,1,1,1,1,3
4,4,1,1,5,5,1,0,4,271,14066,475,48,33,3946,77.26,17018,55,163,30,3,35,8.64,1,1,423,2456,0,0,0,0,0,0
19,9,0,4,2,0,1,1,4,4378,6210,250,4,24,3504,12.9,3166,127,176,28,9,27,48.03,4,3,386,910,0,0,1,0,1,3
0,7,3,3,6,4,1,3,4,4254,270,492,5,57,2278,80.27,7611,314,158,5,5,4,21.31,3,1,217,759,0,1,0,0,0,1
13,5,2,2,6,3,0,2,1,353,14169,544,12,45,1472,54.34,26460,472,69,9,7,42,93.18,3,4,624,118,0,0,0,1,1,3
19,3,2,1,4,3,4,2,0,930,2765,165,16,3,1492,12.86,34992,447,448,6,1,39,32.62,2,3,783,320,0,1,0,1,0,2
10,14,0,3,0,3,3,3,4,3769,6550,117,18,3,2120,32.31,11561,0,89,39,10,15,50.8,3,1,304,2474,1,0,1,0,0,1
17,4,2,1,4,2,5,0,2,1188,2746,314,99,95,61,86.96,17938,212,132,34,0,5,36.31,2,8,54,657,0,0,1,0,0,0
2,7,1,0,2,3,2,1,1,4574,14046,271,42,37,2154,10.28,21968,355,179,27,2,43,77.7,5,5,268,163,0,0,1,1,0,0
11,3,2,0,2,3,3,1,2,4287,13961,239,4,65,684,67.6,10918,70,106,30,0,39,29.68,1,1,360,668,0,0,1,1,0,0
19,6,0,0,5,5,4,1,0,1648,12673,430,92,91,3964,92.26,1315,63,136,33,9,32,61.25,4,6,0,732,0,0,0,1,0,0
13,9,4,4,4,3,3,3,1,15,2191,110,5,4,1591,31.8,46297,393,349,38,4,25,55.38,5,8,751,2906,0,0,0,0,0,2
19,14,1,3,2,1,0,1,3,3695,12984,451,55,52,2775,73.54,25431,322,651,33,6,3,10.76,3,6,980,310,0,0,0,1,0,0
19,9,0,2,0,3,5,4,1,888,1133,551,11,30,2802,28.99,24525,401,78,12,6,23,35.44,5,1,504,2310,1,0,1,1,1,2
